Id,Category
0629,3
0630,9
0631,4
0632,9
0633,9
0634,10
0635,4
0636,3
0637,3
0638,3
0639,8
0640,6
0641,9
0642,3
0643,4
0644,8
0645,2
0646,3
0647,3
0648,6
0649,1
0650,3
0651,8
0652,2
0653,6
0654,3
0655,2
0656,0
0657,3
0658,9
0659,2
0660,8
0661,3
0662,2
0663,6
0664,9
0665,3
0666,9
0667,9
0668,8
0669,10
0670,2
0671,0
0672,3
0673,8
0674,2
0675,2
0676,9
0677,2
0678,9
0679,4
0680,3
0681,6
0682,1
0683,5
0684,3
0685,8
0686,2
0687,8
0688,9
0689,2
0690,8
0691,3
0692,10
0693,3
0694,0
0695,0
0696,6
0697,2
0698,7
0699,7
0700,9
0701,3
0702,0
0703,7
0704,10
0705,8
0706,9
0707,3
0708,9
0709,9
0710,9
0711,4
0712,5
0713,10
0714,2
0715,8
0716,3
0717,6
0718,9
0719,3
0720,4
0721,5
0722,8
0723,3
0724,3
0725,2
0726,8
0727,2
0728,9
0729,10
0730,3
0731,2
0732,2
0733,9
0734,9
0735,6
0736,8
0737,9
0738,3
0739,2
0740,9
0741,8
0742,5
0743,3
0744,2
0745,3
0746,9
0747,2
0748,10
0749,2
0750,9
0751,10
0752,2
0753,2
0754,2
0755,6
0756,2
0757,8
0758,9
0759,7
0760,9
0761,10
0762,8
0763,3
0764,6
0765,5
0766,6
0767,2
0768,9
0769,3
0770,3
0771,9
0772,10
0773,10
0774,4
0775,9
0776,5
0777,2
0778,9
0779,2
0780,0
0781,3
0782,5
0783,8
0784,2
0785,8
0786,9
0787,10
0788,3
0789,2
0790,3
0791,2
0792,0
0793,10
0794,2
0795,9
0796,10
0797,4
0798,2
0799,9
0800,7
0801,2
0802,8
0803,5
0804,2
0805,3
0806,2
0807,2
0808,10
0809,2
0810,10
0811,3
0812,3
0813,2
0814,3
0815,9
0816,5
0817,0
0818,5
0819,9
0820,9
0821,10
0822,6
0823,3
0824,2
0825,2
0826,5
0827,9
0828,7
0829,2
0830,3
0831,2
0832,3
0833,5
0834,4
0835,8
0836,2
0837,2
0838,8
0839,10
0840,10
0841,9
0842,9
0843,8
0844,0
0845,5
0846,2
0847,6
0848,10
0849,9
0850,6
0851,3
0852,0
0853,9
0854,2
0855,3
0856,2
0857,2
0858,9
0859,2
0860,2
0861,9
0862,2
0863,9
0864,9
0865,3
0866,8
0867,2
0868,8
0869,2
0870,7
0871,5
0872,2
0873,9
0874,6
0875,9
0876,9
0877,2
0878,9
0879,2
0880,2
0881,2
0882,9
0883,9
0884,4
0885,9
0886,5
0887,9
0888,8
0889,8
0890,2
0891,10
0892,9
0893,8
0894,5
0895,0
0896,2
0897,10
0898,5
0899,9
0900,10
0901,5
0902,9
0903,2
0904,2
0905,8
0906,2
0907,9
0908,3
0909,3
0910,3
0911,9
0912,5
0913,2
0914,5
0915,3
0916,2
0917,3
0918,8
0919,10
0920,0
0921,10
0922,2
0923,8
0924,2
0925,9
0926,8
0927,10
0928,1
0929,8
0930,2
0931,8
0932,3
0933,2
0934,4
0935,2
0936,5
0937,10
0938,8
0939,4
0940,2
0941,9
0942,2
0943,0
0944,9
0945,2
0946,0
0947,8
0948,3
0949,9
0950,9
0951,3
0952,3
0953,8
0954,9
0955,2
0956,2
0957,9
0958,8
0959,5
0960,2
0961,3
0962,8
0963,5
0964,9
0965,3
0966,5
0967,3
0968,8
0969,8
0970,6
0971,2
0972,2
0973,1
0974,2
0975,3
0976,9
0977,3
0978,3
0979,2
0980,3
0981,7
0982,3
0983,8
0984,9
0985,9
0986,9
0987,8
0988,10
0989,9
0990,6
0991,0
0992,8
0993,3
0994,10
0995,9
0996,9
0997,9
0998,3
0999,8
1000,2
1001,9
1002,3
1003,6
1004,10
1005,10
1006,2
1007,2
1008,9
1009,8
1010,3
1011,7
1012,3
1013,3
1014,3
1015,6
1016,3
1017,2
1018,8
1019,10
1020,8
1021,3
1022,9
1023,2
1024,9
1025,10
1026,7
1027,5
1028,5
1029,6
1030,9
1031,9
1032,2
1033,6
1034,9
1035,10
1036,3
1037,2
1038,8
1039,8
1040,3
1041,3
1042,2
1043,2
1044,9
1045,10
1046,8
1047,9
1048,4
1049,2
1050,4
1051,3
1052,5
1053,3
1054,9
1055,9
1056,2
1057,2
1058,8
1059,9
1060,4
1061,2
1062,9
1063,4
1064,2
1065,9
1066,9
1067,9
1068,3
1069,9
1070,9
1071,2
1072,5
1073,10
1074,10
1075,6
1076,3
1077,0
1078,6
1079,9
1080,0
1081,2
1082,8
1083,8
1084,0
1085,10
1086,3
1087,5
1088,9
1089,8
1090,9
1091,6
1092,0
1093,2
1094,2
1095,8
1096,5
1097,9
1098,5
1099,9
1100,2
1101,8
1102,4
1103,2
1104,9
1105,3
1106,6
1107,0
1108,4
1109,2
1110,9
1111,2
1112,2
1113,2
1114,2
1115,5
1116,4
1117,8
1118,3
1119,9
1120,8
1121,9
1122,3
1123,5
1124,2
1125,4
1126,3
1127,7
1128,3
1129,9
1130,9
1131,10
1132,2
1133,2
1134,9
1135,9
1136,3
1137,2
1138,9
1139,2
1140,2
1141,7
1142,9
1143,10
1144,5
1145,5
1146,2
1147,9
1148,9
1149,2
1150,9
1151,7
1152,10
1153,4
1154,2
1155,2
1156,9
1157,9
1158,2
1159,8
1160,9
1161,10
1162,8
1163,2
1164,8
1165,3
1166,7
1167,2
1168,5
1169,9
1170,3
1171,8
1172,8
1173,6
1174,10
1175,3
1176,2
1177,5
1178,8
1179,9
1180,7
1181,2
1182,7
1183,3
1184,10
1185,0
1186,2
1187,8
1188,2
1189,3
1190,2
1191,9
1192,9
1193,5
1194,3
1195,9
1196,5
1197,0
1198,2
1199,9
1200,3
1201,7
1202,7
1203,10
1204,3
1205,3
1206,9
1207,3
1208,3
1209,7
1210,3
1211,0
1212,9
1213,3
1214,10
1215,9
1216,9
1217,2
1218,4
1219,4
1220,3
1221,9
1222,5
1223,2
1224,2
1225,9
1226,0
1227,9
1228,3
1229,2
1230,6
1231,3
1232,2
1233,2
1234,3
1235,6
1236,9
1237,2
1238,8
1239,2
1240,7
1241,0
1242,5
1243,9
1244,2
1245,3
1246,9
1247,0
1248,3
1249,8
1250,2
1251,2
1252,6
1253,7
1254,4
1255,2
1256,2
1257,3
1258,9
1259,2
1260,8
1261,3
1262,4
1263,6
1264,2
1265,9
1266,8
1267,3
1268,6
1269,10
1270,9
1271,2
1272,5
1273,10
1274,3
1275,9
1276,9
1277,9
1278,9
1279,8
1280,3
1281,2
1282,2
1283,0
1284,4
1285,9
1286,9
1287,4
1288,9
1289,5
1290,2
1291,2
1292,9
1293,9
1294,8
1295,9
1296,4
1297,8
1298,5
1299,8
1300,2
1301,3
1302,5
1303,8
1304,3
1305,9
1306,2
1307,2
1308,9
1309,4
1310,8
1311,3
1312,7
1313,7
1314,3
1315,9
1316,2
1317,9
1318,7
1319,9
1320,3
1321,3
1322,2
1323,9
1324,3
1325,8
1326,3
1327,7
1328,2
1329,8
1330,7
1331,2
1332,2
1333,7
1334,9
1335,9
1336,2
1337,5
1338,8
1339,8
1340,8
1341,3
1342,8
1343,9
1344,7
1345,10
1346,8
1347,9
1348,6
1349,9
1350,10
1351,9
1352,2
1353,6
1354,2
1355,0
1356,5
1357,2
1358,2
1359,3
1360,3
1361,9
1362,2
1363,0
1364,2
1365,0
1366,3
1367,2
1368,9
1369,10
1370,2
1371,9
1372,4
1373,9
1374,9
1375,2
1376,9
1377,5
1378,5
1379,8
1380,5
1381,5
1382,10
1383,5
1384,4
1385,2
1386,9
1387,2
1388,2
1389,8
1390,5
1391,6
1392,2
1393,5
1394,3
1395,2
1396,10
1397,5
1398,4
1399,8
1400,7
1401,10
1402,4
1403,3
1404,10
1405,2
1406,2
1407,9
1408,8
1409,3
1410,6
1411,2
1412,9
1413,3
1414,4
1415,10
1416,2
1417,5
1418,2
1419,5
1420,8
1421,2
1422,9
1423,2
1424,2
1425,5
1426,2
1427,4
1428,4
1429,0
1430,9
1431,10
1432,9
1433,3
1434,3
1435,4
1436,9
1437,3
1438,9
1439,7
1440,9
1441,2
1442,3
1443,3
1444,2
1445,3
1446,3
1447,2
1448,9
1449,5
1450,2
1451,2
1452,10
1453,3
1454,9
1455,9
1456,3
1457,9
1458,2
1459,4
1460,8
1461,6
1462,3
1463,10
1464,10
1465,9
1466,0
1467,2
1468,10
1469,3
1470,4
1471,2
1472,3
1473,2
1474,8
1475,3
1476,8
1477,8
1478,8
1479,2
1480,6
1481,4
1482,2
1483,10
1484,3
1485,3
1486,9
1487,2
1488,0
1489,7
1490,2
1491,3
1492,3
1493,10
1494,9
1495,3
1496,8
1497,9
1498,7
1499,3
1500,4
1501,7
1502,3
1503,9
1504,0
1505,6
1506,9
1507,10
1508,5
1509,10
1510,5
1511,9
1512,2
1513,6
1514,9
1515,9
1516,9
1517,9
1518,9
1519,9
1520,8
1521,5
1522,9
1523,5
1524,9
1525,9
1526,9
1527,3
1528,0
1529,10
1530,10
1531,10
1532,4
1533,9
1534,9
1535,3
1536,6
1537,9
1538,2
1539,2
1540,4
1541,2
1542,3
1543,3
1544,2
1545,8
1546,2
1547,3
1548,2
1549,9
1550,10
1551,2
1552,4
1553,0
1554,9
1555,3
1556,5
1557,9
1558,10
1559,3
1560,5
1561,9
1562,10
1563,9
1564,4
1565,6
1566,7
1567,9
1568,2
1569,1
1570,8
1571,7
1572,8
1573,8
1574,9
1575,8
1576,10
1577,5
1578,2
1579,9
1580,0
1581,9
1582,9
1583,4
1584,9
1585,3
1586,10
1587,4
1588,2
1589,8
1590,2
1591,8
1592,3
1593,5
1594,2
1595,3
1596,6
1597,8
1598,10
1599,2
1600,8
1601,4
1602,7
1603,7
1604,5
1605,2
1606,2
1607,2
1608,3
1609,4
1610,9
1611,0
1612,9
1613,2
1614,9
1615,2
1616,9
1617,2
1618,3
1619,2
1620,2
1621,10
1622,9
1623,9
1624,5
1625,2
1626,7
1627,5
1628,2
1629,3
1630,3
1631,8
1632,2
1633,8
1634,9
1635,2
1636,3
1637,2
1638,3
1639,6
1640,5
1641,4
1642,0
1643,7
1644,2
1645,3
1646,10
1647,2
1648,2
1649,9
1650,8
1651,9
1652,2
1653,2
1654,5
1655,0
1656,9
1657,8
1658,3
1659,8
1660,10
1661,3
1662,10
1663,2
1664,9
1665,2
1666,2
1667,6
1668,4
1669,2
1670,2
1671,6
1672,5
1673,3
1674,3
1675,4
1676,8
1677,0
1678,7
1679,0
1680,5
1681,3
1682,10
1683,9
1684,4
1685,2
1686,3
1687,2
1688,2
1689,3
1690,5
1691,10
1692,8
1693,4
1694,10
1695,9
1696,3
1697,10
1698,8
1699,2
1700,9
1701,5
1702,2
1703,5
1704,9
1705,5
1706,2
1707,3
1708,2
1709,2
1710,9
1711,2
1712,3
1713,8
1714,3
1715,5
1716,3
1717,10
1718,2
1719,3
1720,10
1721,5
1722,10
1723,9
1724,6
1725,6
1726,8
1727,1
1728,8
1729,2
1730,7
1731,10
1732,8
1733,3
1734,4
1735,5
1736,10
1737,10
1738,9
1739,5
1740,3
1741,3
1742,4
1743,3
1744,2
1745,6
1746,9
1747,8
1748,9
1749,8
1750,4
1751,10
1752,3
1753,10
1754,2
1755,8
1756,8
1757,3
1758,5
1759,2
1760,9
1761,3
1762,7
1763,2
1764,8
1765,9
1766,3
1767,2
1768,5
1769,4
1770,9
1771,3
1772,2
1773,2
1774,10
1775,2
1776,3
1777,0
1778,4
1779,8
1780,3
1781,8
1782,9
1783,6
1784,9
1785,9
1786,5
1787,9
1788,3
1789,2
1790,7
1791,8
1792,2
1793,10
1794,10
1795,8
1796,2
1797,7
1798,6
1799,3
1800,2
1801,9
1802,0
1803,9
1804,2
1805,9
1806,9
1807,5
1808,10
1809,2
1810,6
1811,6
1812,10
1813,4
1814,3
1815,3
1816,10
1817,3
1818,6
1819,2
1820,2
1821,8
1822,8
1823,9
1824,7
1825,2
1826,7
1827,2
1828,6
1829,2
1830,3
1831,9
1832,9
1833,5
1834,2
1835,4
1836,10
1837,8
1838,2
1839,9
1840,10
1841,3
1842,8
1843,8
1844,5
1845,9
1846,2
1847,10
1848,2
1849,2
1850,9
1851,1
1852,4
1853,8
1854,6
1855,4
1856,3
1857,6
1858,9
1859,2
1860,3
1861,2
1862,2
1863,3
1864,3
1865,3
1866,3
1867,5
1868,3
1869,4
1870,3
1871,2
1872,4
1873,2
1874,9
1875,2
1876,6
1877,6
1878,3
1879,2
1880,5
1881,4
1882,8
1883,8
1884,9
1885,3
1886,3
1887,2
1888,9
1889,9
1890,4
1891,9
1892,7
1893,5
1894,3
1895,6
1896,9
1897,3
1898,9
1899,9
1900,2
1901,2
1902,3
1903,9
1904,9
1905,9
1906,10
1907,4
1908,0
1909,9
1910,9
1911,8
1912,10
1913,2
1914,0
1915,9
1916,3
1917,3
1918,6
1919,3
1920,9
1921,8
1922,5
1923,9
1924,9
1925,6
1926,2
1927,3
1928,9
1929,9
1930,3
1931,9
1932,9
1933,6
1934,9
1935,2
1936,6
1937,8
1938,8
1939,8
1940,6
1941,2
1942,5
1943,6
1944,10
1945,8
1946,8
1947,3
1948,3
1949,0
1950,6
1951,2
1952,5
1953,5
1954,3
1955,8
1956,5
1957,2
1958,8
1959,8
1960,4
1961,2
1962,2
1963,3
1964,2
1965,6
1966,8
1967,0
1968,0
1969,9
1970,5
1971,4
1972,2
1973,3
1974,9
1975,3
1976,10
1977,8
1978,9
1979,3
1980,2
1981,2
1982,0
1983,9
1984,3
1985,7
1986,3
1987,0
1988,10
1989,2
1990,10
1991,3
1992,0
1993,2
1994,8
1995,2
1996,9
1997,9
1998,9
1999,5
2000,7
2001,2
2002,5
2003,9
2004,7
2005,0
2006,3
2007,3
2008,2
2009,9
2010,9
2011,3
2012,4
2013,3
2014,6
2015,5
2016,3
2017,2
2018,6
2019,3
2020,2
2021,5
2022,10
2023,9
2024,5
2025,5
2026,3
2027,10
2028,9
2029,5
2030,9
2031,2
2032,2
2033,5
2034,2
2035,3
2036,5
2037,6
2038,3
2039,10
2040,6
2041,3
2042,8
2043,9
2044,9
2045,9
2046,9
2047,8
2048,5
2049,0
2050,2
2051,6
2052,2
2053,8
2054,2
2055,5
2056,2
2057,9
2058,0
2059,3
2060,3
2061,9
2062,2
2063,3
2064,10
2065,2
2066,2
2067,9
2068,4
2069,0
2070,9
2071,7
2072,5
2073,10
2074,0
2075,9
2076,6
2077,4
2078,2
2079,8
2080,10
2081,9
2082,4
2083,8
2084,3
2085,5
2086,2
2087,2
2088,10
2089,9
2090,6
2091,2
2092,2
2093,2
2094,10
2095,2
2096,9
2097,5
2098,9
2099,10
2100,7
2101,2
2102,8
2103,8
2104,2
2105,9
2106,9
2107,9
2108,10
2109,3
2110,9
2111,0
2112,8
2113,8
2114,5
2115,9
2116,9
2117,2
2118,9
2119,8
2120,6
2121,9
2122,9
2123,9
2124,2
2125,9
2126,4
2127,2
2128,9
2129,7
2130,0
2131,9
2132,8
2133,2
2134,2
2135,2
2136,9
2137,0
2138,2
2139,9
2140,2
2141,4
2142,2
2143,3
2144,3
2145,3
2146,2
2147,9
2148,8
2149,9
2150,2
2151,3
2152,3
2153,2
2154,2
2155,3
2156,9
2157,3
2158,4
2159,4
2160,3
2161,8
2162,9
2163,10
2164,2
2165,2
2166,3
2167,2
2168,9
2169,9
2170,8
2171,6
2172,7
2173,10
2174,9
2175,7
2176,6
2177,0
2178,9
2179,2
2180,5
2181,3
2182,2
2183,2
2184,3
2185,2
2186,3
2187,10
2188,9
2189,4
2190,9
2191,9
2192,9
2193,2
2194,2
2195,10
2196,0
2197,9
2198,4
2199,6
2200,2
2201,5
2202,3
2203,9
2204,5
2205,2
2206,5
2207,9
2208,3
2209,9
2210,9
2211,8
2212,10
2213,8
2214,0
2215,2
2216,8
2217,9
2218,2
2219,9
2220,9
2221,5
2222,3
2223,3
2224,3
2225,8
2226,10
2227,10
2228,9
2229,6
2230,9
2231,6
2232,5
2233,3
2234,3
2235,7
2236,3
2237,9
2238,6
2239,9
2240,5
2241,2
2242,2
2243,0
2244,9
2245,9
2246,3
2247,2
2248,6
2249,0
2250,9
2251,4
2252,0
2253,3
2254,8
2255,3
2256,2
2257,9
2258,2
2259,9
2260,0
2261,10
2262,8
2263,3
2264,7
2265,3
2266,4
2267,2
2268,10
2269,3
2270,9
2271,10
2272,8
2273,3
2274,3
2275,3
2276,8
2277,5
2278,8
2279,10
2280,9
2281,2
2282,9
2283,9
2284,9
2285,3
2286,2
2287,2
2288,9
2289,3
2290,6
2291,9
2292,7
2293,9
2294,9
2295,3
2296,0
2297,3
2298,2
2299,2
2300,4
2301,5
2302,9
2303,0
2304,2
2305,7
2306,3
2307,8
2308,10
2309,2
2310,2
2311,5
2312,3
2313,8
2314,2
2315,9
2316,3
2317,2
2318,3
2319,2
2320,2
2321,6
2322,2
2323,4
2324,9
2325,0
2326,8
2327,9
2328,2
2329,3
2330,9
2331,2
2332,5
2333,3
2334,10
2335,5
2336,7
2337,2
2338,2
2339,7
2340,3
2341,8
2342,6
2343,9
2344,8
2345,9
2346,4
2347,2
2348,9
2349,2
2350,9
2351,8
2352,2
2353,9
2354,2
2355,0
2356,2
2357,9
2358,8
2359,3
2360,9
2361,9
2362,0
2363,2
2364,3
2365,8
2366,10
2367,9
2368,3
2369,8
2370,6
2371,7
2372,2
2373,2
2374,2
2375,2
2376,8
2377,9
2378,3
2379,7
2380,9
2381,10
2382,6
2383,2
2384,5
2385,9
2386,10
2387,3
2388,9
2389,3
2390,2
2391,4
2392,3
2393,10
2394,3
2395,9
2396,2
2397,3
2398,6
2399,2
2400,9
2401,4
2402,4
2403,4
2404,2
2405,6
2406,10
2407,9
2408,3
2409,2
2410,5
2411,5
2412,8
2413,9
2414,5
2415,5
2416,10
2417,8
2418,2
2419,5
2420,0
2421,5
2422,0
2423,9
2424,4
2425,2
2426,2
2427,2
2428,5
2429,0
2430,9
2431,9
2432,3
2433,3
2434,3
2435,2
2436,4
2437,9
2438,2
2439,4
2440,9
2441,3
2442,10
2443,5
2444,2
2445,3
2446,6
2447,2
2448,5
2449,3
2450,2
2451,8
2452,9
2453,8
2454,6
2455,2
2456,3
2457,9
2458,8
2459,2
2460,8
2461,3
2462,8
2463,2
2464,7
2465,3
2466,3
2467,10
2468,8
2469,9
2470,6
2471,9
2472,4
2473,9
2474,2
2475,9
2476,3
2477,8
2478,3
2479,9
2480,3
2481,2
2482,2
2483,9
2484,2
2485,2
2486,2
2487,6
2488,7
2489,9
2490,0
2491,9
2492,9
2493,3
2494,8
2495,9
2496,9
2497,2
2498,9
2499,3
2500,9
2501,3
2502,2
2503,2
2504,3
2505,2
2506,8
2507,5
2508,2
2509,1
2510,8
2511,9
2512,9
2513,9
2514,6
2515,0
2516,9
2517,1
2518,8
2519,7
2520,3
2521,6
2522,3
2523,7
2524,2
2525,10
2526,2
2527,2
2528,8
2529,4
2530,8
2531,2
2532,3
2533,3
2534,3
2535,9
2536,10
2537,6
2538,3
2539,9
2540,4
2541,3
2542,10
2543,2
2544,4
2545,9
2546,2
2547,6
2548,3
2549,9
2550,8
2551,10
2552,9
2553,7
2554,9
2555,3
2556,3
2557,10
2558,9
2559,9
2560,9
2561,9
2562,2
2563,9
2564,7
2565,9
2566,3
2567,9
2568,3
2569,8
2570,4
2571,2
2572,2
2573,9
2574,2
2575,9
2576,10
2577,2
2578,9
2579,3
2580,9
2581,0
2582,2
2583,2
2584,8
2585,2
2586,3
2587,3
2588,10
2589,9
2590,3
2591,2
2592,0
2593,4
2594,2
2595,2
2596,2
2597,9
2598,10
2599,9
2600,2
2601,2
2602,4
2603,7
2604,2
2605,2
2606,2
2607,9
2608,9
2609,8
2610,4
2611,2
2612,3
2613,5
2614,3
2615,5
2616,9
2617,9
2618,2
2619,4
2620,5
2621,1
2622,3
2623,5
2624,4
2625,9
2626,8
2627,8
2628,9
2629,2
2630,9
2631,10
2632,8
2633,3
2634,9
2635,2
2636,3
2637,7
2638,5
2639,0
2640,7
2641,5
2642,9
2643,3
2644,4
2645,3
2646,4
2647,3
2648,9
2649,2
2650,10
2651,3
2652,9
2653,9
2654,2
2655,6
2656,8
2657,4
2658,9
2659,2
2660,3
2661,2
2662,3
2663,3
2664,10
2665,0
2666,9
2667,8
2668,9
2669,2
2670,2
2671,9
2672,0
2673,9
2674,3
2675,5
2676,4
2677,10
2678,2
2679,3
2680,0
2681,3
2682,6
2683,8
2684,0
2685,4
2686,8
2687,4
2688,10
2689,2
2690,2
2691,3
2692,3
2693,4
2694,3
2695,5
2696,5
2697,3
2698,2
2699,2
2700,4
2701,8
2702,7
2703,9
2704,2
2705,0
2706,2
2707,2
2708,2
2709,3
2710,2
2711,9
2712,2
2713,9
2714,5
2715,2
2716,2
2717,2
2718,2
2719,9
2720,3
2721,2
2722,2
2723,2
2724,2
2725,9
2726,5
2727,4
2728,5
2729,7
2730,3
2731,2
2732,0
2733,10
2734,5
2735,4
2736,3
2737,2
2738,9
2739,0
2740,9
2741,9
2742,0
2743,2
2744,2
2745,2
2746,9
2747,3
2748,2
2749,5
2750,8
2751,2
2752,7
2753,9
2754,1
2755,4
2756,6
2757,2
2758,6
2759,2
2760,7
2761,8
2762,2
2763,8
2764,0
2765,9
2766,9
2767,8
2768,3
2769,8
2770,9
2771,8
2772,4
2773,2
2774,3
2775,3
2776,9
2777,3
2778,3
2779,3
2780,2
2781,8
2782,9
2783,9
2784,2
2785,9
2786,2
2787,2
2788,9
2789,9
2790,4
2791,9
2792,9
2793,2
2794,10
2795,3
2796,9
2797,2
